"country","date_key","sport","events_count","gold","silver","bronze","total_medals","medals_per_event"
"Hungary",2000,"Handball","1","0","1","0","1","1.00"
"Hungary",2000,"Modern Pentathlon","1","0","1","0","1","1.00"
"Hungary",2000,"Shooting","1","0","0","1","1","1.00"
"Hungary",2000,"Weightlifting","1","0","1","0","1","1.00"
"Hungary",2000,"Wrestling","1","0","1","0","1","1.00"
"Hungary",2004,"Athletics","1","0","1","0","1","1.00"
"Hungary",2004,"Swimming","2","0","1","1","2","1.00"
"Hungary",2004,"Weightlifting","1","0","1","0","1","1.00"
"Hungary",2008,"Fencing","1","0","0","1","1","1.00"
"Hungary",2008,"Swimming","3","0","3","0","3","1.00"
"Hungary",2008,"Wrestling","1","0","1","0","1","1.00"
"Hungary",2012,"Judo","2","0","1","1","2","1.00"
"Hungary",2012,"Modern Pentathlon","1","0","0","1","1","1.00"
"Hungary",2012,"Wrestling","3","0","1","2","3","1.00"
"Hungary",2016,"Athletics","1","0","0","1","1","1.00"
"Iceland",1956,"Athletics","1","0","1","0","1","1.00"
"Iceland",1984,"Judo","1","0","0","1","1","1.00"
"Iceland",2000,"Athletics","1","0","0","1","1","1.00"
"Iceland",2008,"Handball","1","0","1","0","1","1.00"
"India",1952,"Wrestling","1","0","0","1","1","1.00"
"India",1960,"Hockey","1","0","1","0","1","1.00"
"India",1968,"Hockey","1","0","0","1","1","1.00"
"India",1972,"Hockey","1","0","0","1","1","1.00"
"India",1996,"Tennis","1","0","0","1","1","1.00"
"India",2000,"Weightlifting","1","0","0","1","1","1.00"
"India",2004,"Shooting","1","0","1","0","1","1.00"
"India",2008,"Boxing","1","0","0","1","1","1.00"
"India",2008,"Wrestling","1","0","0","1","1","1.00"
"India",2012,"Badminton","1","0","0","1","1","1.00"
"India",2012,"Boxing","1","0","0","1","1","1.00"
"India",2012,"Shooting","2","0","1","1","2","1.00"
"India",2012,"Wrestling","2","0","1","1","2","1.00"
"India",2016,"Badminton","1","0","1","0","1","1.00"
"India",2016,"Wrestling","1","0","0","1","1","1.00"
"Individual Olympic Athletes",1992,"Shooting","3","0","1","2","3","1.00"
"Indonesia",1988,"Archery","1","0","1","0","1","1.00"
"Indonesia",2000,"Weightlifting","2","0","1","2","3","1.50"
"Indonesia",2004,"Weightlifting","1","0","1","0","1","1.00"
"Indonesia",2008,"Weightlifting","2","0","0","2","2","1.00"
"Indonesia",2012,"Weightlifting","2","0","1","1","2","1.00"
"Indonesia",2016,"Weightlifting","2","0","2","0","2","1.00"
"Iran",1948,"Weightlifting","1","0","0","1","1","1.00"
"Iran",1952,"Weightlifting","1","0","1","1","2","2.00"
"Iran",1952,"Wrestling","5","0","2","3","5","1.00"
"Iran",1956,"Weightlifting","1","0","0","1","1","1.00"
"Iran",1960,"Weightlifting","1","0","0","1","1","1.00"
"Iran",1960,"Wrestling","3","0","1","2","3","1.00"
"Iran",1964,"Wrestling","2","0","0","2","2","1.00"
"Iran",1972,"Weightlifting","1","0","1","0","1","1.00"
"Iran",1972,"Wrestling","2","0","1","1","2","1.00"
"Iran",1976,"Weightlifting","1","0","0","1","1","1.00"
"Iran",1976,"Wrestling","1","0","1","0","1","1.00"
"Iran",1988,"Wrestling","1","0","1","0","1","1.00"
"Iran",1992,"Wrestling","3","0","1","2","3","1.00"
"Iran",2000,"Taekwondo","1","0","0","1","1","1.00"
"Iran",2004,"Wrestling","3","0","2","1","3","1.00"
"Iran",2008,"Wrestling","1","0","0","1","1","1.00"
"Iran",2012,"Athletics","1","0","1","0","1","1.00"
"Iran",2012,"Taekwondo","1","0","1","0","1","1.00"
"Iran",2016,"Taekwondo","1","0","0","1","1","1.00"
"Iraq",1960,"Weightlifting","1","0","0","1","1","1.00"
"Ireland",1924,"Art Competitions","2","0","1","1","2","1.00"
"Ireland",1948,"Art Competitions","1","0","0","1","1","1.00"
"Ireland",1952,"Boxing","1","0","1","0","1","1.00"
"Ireland",1956,"Boxing","4","0","1","3","4","1.00"
"Ireland",1964,"Boxing","1","0","0","1","1","1.00"
"Ireland",1980,"Boxing","1","0","0","1","1","1.00"
"Ireland",1980,"Sailing","1","0","1","0","1","1.00"
"Ireland",1984,"Athletics","1","0","1","0","1","1.00"
"Ireland",2000,"Athletics","1","0","1","0","1","1.00"
"Ireland",2008,"Boxing","3","0","1","2","3","1.00"
"Ireland",2012,"Equestrianism","1","0","0","1","1","1.00"
"Ireland",2016,"Rowing","1","0","1","0","1","1.00"
"Ireland",2016,"Sailing","1","0","1","0","1","1.00"
"Israel",1992,"Judo","2","0","1","1","2","1.00"
"Israel",1996,"Sailing","1","0","0","1","1","1.00"
"Israel",2000,"Canoeing","1","0","0","1","1","1.00"
"Israel",2004,"Judo","1","0","0","1","1","1.00"
"Israel",2008,"Sailing","1","0","0","1","1","1.00"
"Israel",2016,"Judo","2","0","0","2","2","1.00"
"Italy",1908,"Athletics","1","0","1","0","1","1.00"
"Italy",1908,"Fencing","1","0","1","0","1","1.00"
"Italy",1912,"Athletics","1","0","0","1","1","1.00"
"Italy",1920,"Boxing","1","0","0","1","1","1.00"
"Italy",1924,"Equestrianism","2","0","1","1","2","1.00"
"Italy",1924,"Rowing","2","0","1","1","2","1.00"
"Italy",1924,"Tennis","1","0","0","1","1","1.00"
"Italy",1928,"Art Competitions","1","0","1","0","1","1.00"
"Italy",1928,"Football","1","0","0","1","1","1.00"
"Italy",1928,"Gymnastics","2","0","2","0","2","1.00"
"Italy",1928,"Weightlifting","2","0","2","0","2","1.00"
"Italy",1928,"Wrestling","2","0","0","2","2","1.00"
"Italy",1932,"Boxing","2","0","2","0","2","1.00"
"Italy",1932,"Rowing","3","0","2","1","3","1.00"
"Italy",1932,"Weightlifting","2","0","1","1","2","1.00"
"Italy",1936,"Cycling","1","0","1","0","1","1.00"
"Italy",1936,"Modern Pentathlon","1","0","0","1","1","1.00"
"Italy",1936,"Rowing","2","0","2","0","2","1.00"
"Italy",1952,"Water Polo","1","0","0","1","1","1.00"
"Italy",1952,"Wrestling","1","0","1","0","1","1.00"
"Italy",1956,"Boxing","2","0","1","1","2","1.00"
"Italy",1956,"Equestrianism","2","0","2","1","3","1.50"
"Italy",1956,"Sailing","1","0","1","0","1","1.00"
"Italy",1956,"Weightlifting","2","0","0","2","2","1.00"
"Italy",1956,"Wrestling","2","0","1","1","2","1.00"
"Italy",1960,"Canoeing","1","0","1","0","1","1.00"
"Italy",1960,"Gymnastics","3","0","1","2","3","1.00"
"Italy",1960,"Rowing","2","0","1","1","2","1.00"
"Italy",1960,"Sailing","1","0","0","1","1","1.00"
"Italy",1960,"Shooting","1","0","1","0","1","1.00"
"Italy",1960,"Weightlifting","1","0","0","1","1","1.00"
"Italy",1964,"Diving","1","0","1","0","1","1.00"
"Italy",1964,"Fencing","3","0","2","1","3","1.00"
"Italy",1964,"Rowing","1","0","1","0","1","1.00"
"Italy",1968,"Athletics","2","0","0","2","2","1.00"
"Italy",1968,"Boxing","1","0","0","1","1","1.00"
"Italy",1968,"Fencing","2","0","1","1","2","1.00"
"Italy",1968,"Sailing","2","0","0","2","2","1.00"
"Italy",1968,"Shooting","1","0","1","0","1","1.00"
"Italy",1972,"Athletics","2","0","0","2","2","1.00"
"Italy",1972,"Swimming","3","0","1","2","3","1.00"
"Italy",1972,"Weightlifting","1","0","0","1","1","1.00"
"Italy",1972,"Wrestling","2","0","0","2","2","1.00"
"Italy",1976,"Archery","1","0","0","1","1","1.00"
"Italy",1976,"Athletics","1","0","1","0","1","1.00"
"Italy",1976,"Cycling","1","0","1","0","1","1.00"
"Italy",1976,"Judo","1","0","0","1","1","1.00"
"Italy",1976,"Shooting","2","0","0","2","2","1.00"
"Italy",1976,"Water Polo","1","0","1","0","1","1.00"
"Italy",1980,"Archery","1","0","0","1","1","1.00"
"Italy",1980,"Basketball","1","0","1","0","1","1.00"
"Italy",1980,"Diving","1","0","0","1","1","1.00"
"Italy",1980,"Fencing","1","0","1","0","1","1.00"
"Italy",1980,"Sailing","1","0","0","1","1","1.00"
"Italy",1984,"Judo","1","0","1","0","1","1.00"
"Italy",1984,"Sailing","1","0","0","1","1","1.00"
"Italy",1984,"Volleyball","1","0","0","1","1","1.00"
"Italy",1988,"Modern Pentathlon","2","0","2","0","2","1.00"
"Italy",1988,"Swimming","1","0","0","1","1","1.00"
"Italy",1992,"Athletics","1","0","0","1","1","1.00"
"Italy",1992,"Judo","1","0","1","0","1","1.00"
"Italy",1992,"Modern Pentathlon","1","0","0","1","1","1.00"
"Italy",1992,"Rowing","2","0","1","1","2","1.00"
"Italy",1992,"Shooting","2","0","0","2","2","1.00"
"Italy",1992,"Swimming","2","0","0","2","2","1.00"
"Italy",1992,"Wrestling","1","0","1","0","1","1.00"
"Italy",1996,"Archery","1","0","0","1","1","1.00"
"Italy",1996,"Athletics","4","0","2","2","4","1.00"
"Italy",1996,"Judo","2","0","1","1","2","1.00"
"Italy",1996,"Sailing","1","0","0","1","1","1.00"
"Italy",1996,"Swimming","1","0","0","1","1","1.00"
"Italy",1996,"Volleyball","1","0","1","0","1","1.00"
"Italy",1996,"Water Polo","1","0","0","1","1","1.00"
"Italy",2000,"Archery","1","0","1","0","1","1.00"
"Italy",2000,"Athletics","2","0","2","0","2","1.00"
"Italy",2000,"Boxing","1","0","0","1","1","1.00"
"Italy",2000,"Shooting","2","0","1","1","2","1.00"
"Italy",2000,"Volleyball","1","0","0","1","1","1.00"
"Italy",2004,"Basketball","1","0","1","0","1","1.00"
"Italy",2004,"Boxing","1","0","0","1","1","1.00"
"Italy",2004,"Canoeing","2","0","2","0","2","1.00"
"Italy",2004,"Football","1","0","0","1","1","1.00"
"Italy",2004,"Judo","1","0","0","1","1","1.00"
"Italy",2004,"Rhythmic Gymnastics","1","0","1","0","1","1.00"
"Italy",2004,"Rowing","3","0","0","3","3","1.00"
"Italy",2004,"Sailing","1","0","0","1","1","1.00"
"Italy",2004,"Swimming","2","0","1","1","2","1.00"
"Italy",2004,"Volleyball","1","0","1","0","1","1.00"
"Italy",2008,"Archery","1","0","1","0","1","1.00"
"Italy",2008,"Canoeing","2","0","1","1","2","1.00"
"Italy",2008,"Cycling","1","0","0","1","1","1.00"
"Italy",2008,"Rowing","1","0","1","0","1","1.00"
"Italy",2008,"Sailing","2","0","1","1","2","1.00"
"Italy",2008,"Taekwondo","1","0","1","0","1","1.00"
"Italy",2012,"Athletics","1","0","0","1","1","1.00"
"Italy",2012,"Boxing","3","0","2","1","3","1.00"
"Italy",2012,"Cycling","1","0","0","1","1","1.00"
"Italy",2012,"Gymnastics","1","0","0","1","1","1.00"
"Italy",2012,"Judo","1","0","0","1","1","1.00"
"Italy",2012,"Rhythmic Gymnastics","1","0","0","1","1","1.00"
"Italy",2012,"Rowing","1","0","1","0","1","1.00"
"Italy",2012,"Swimming","1","0","0","1","1","1.00"
"Italy",2012,"Volleyball","1","0","0","1","1","1.00"
"Italy",2012,"Water Polo","1","0","1","0","1","1.00"
"Italy",2016,"Beach Volleyball","1","0","1","0","1","1.00"
"Italy",2016,"Diving","2","0","1","1","2","1.00"
"Italy",2016,"Rowing","2","0","0","2","2","1.00"
"Italy",2016,"Volleyball","1","0","1","0","1","1.00"
"Italy",2016,"Water Polo","2","0","1","1","2","1.00"
"Italy",2016,"Wrestling","1","0","0","1","1","1.00"
"Ivory Coast",1984,"Athletics","1","0","1","0","1","1.00"
"Jamaica",1968,"Athletics","1","0","1","0","1","1.00"
"Jamaica",1972,"Athletics","1","0","0","1","1","1.00"
"Jamaica",1980,"Athletics","2","0","0","2","2","1.00"
"Jamaica",1980,"Cycling","1","0","0","1","1","1.00"
"Jamaica",1984,"Athletics","3","0","1","2","3","1.00"
"Jamaica",1988,"Athletics","2","0","2","0","2","1.00"
"Jamaica",1992,"Athletics","3","0","3","1","4","1.33"
"Jamaica",2000,"Athletics","8","0","6","3","9","1.13"
"Japan",1920,"Tennis","2","0","2","0","2","1.00"
"Japan",1924,"Wrestling","1","0","0","1","1","1.00"
"Japan",1932,"Hockey","1","0","1","0","1","1.00"
"Japan",1936,"Art Competitions","2","0","0","2","2","1.00"
"Japan",1952,"Gymnastics","2","0","2","1","3","1.50"
"Japan",1952,"Swimming","3","0","3","0","3","1.00"
"Japan",1960,"Boxing","1","0","0","1","1","1.00"
"Japan",1960,"Shooting","1","0","0","1","1","1.00"
"Japan",1960,"Swimming","5","0","3","2","5","1.00"
"Japan",1960,"Weightlifting","1","0","1","0","1","1.00"
"Japan",1960,"Wrestling","1","0","1","0","1","1.00"
"Japan",1964,"Athletics","1","0","0","1","1","1.00"
"Japan",1964,"Shooting","1","0","0","1","1","1.00"
"Japan",1964,"Swimming","1","0","0","1","1","1.00"
"Japan",1968,"Athletics","1","0","1","0","1","1.00"
"Japan",1968,"Boxing","1","0","0","1","1","1.00"
"Japan",1968,"Football","1","0","0","1","1","1.00"
"Japan",1968,"Volleyball","2","0","2","0","2","1.00"
"Japan",1976,"Archery","1","0","1","0","1","1.00"
"Japan",1976,"Weightlifting","2","0","0","2","2","1.00"
"Japan",1984,"Archery","1","0","0","1","1","1.00"
"Japan",1984,"Cycling","1","0","0","1","1","1.00"
"Japan",1984,"Synchronized Swimming","2","0","0","2","2","1.00"
"Japan",1984,"Volleyball","1","0","0","1","1","1.00"
"Japan",1984,"Weightlifting","3","0","0","3","3","1.00"
"Japan",1988,"Gymnastics","2","0","0","2","2","1.00"
"Japan",1988,"Shooting","1","0","1","0","1","1.00"
"Japan",1988,"Synchronized Swimming","2","0","0","2","2","1.00"
"Japan",1992,"Athletics","2","0","2","0","2","1.00"
"Japan",1992,"Baseball","1","0","0","1","1","1.00"
"Japan",1992,"Gymnastics","3","0","1","2","3","1.00"
"Japan",1992,"Shooting","2","0","1","1","2","1.00"
"Japan",1992,"Synchronized Swimming","2","0","0","2","2","1.00"
"Japan",1992,"Wrestling","1","0","0","1","1","1.00"
"Japan",1996,"Athletics","1","0","0","1","1","1.00"
"Japan",1996,"Baseball","1","0","1","0","1","1.00"
"Japan",1996,"Cycling","1","0","0","1","1","1.00"
"Japan",1996,"Sailing","1","0","1","0","1","1.00"
"Japan",1996,"Synchronized Swimming","1","0","0","1","1","1.00"
"Japan",1996,"Wrestling","1","0","0","1","1","1.00"
"Japan",2000,"Softball","1","0","1","0","1","1.00"
"Japan",2000,"Swimming","4","0","2","2","4","1.00"
"Japan",2000,"Synchronized Swimming","2","0","2","0","2","1.00"
"Japan",2000,"Taekwondo","1","0","0","1","1","1.00"
"Japan",2000,"Wrestling","1","0","1","0","1","1.00"
"Japan",2004,"Archery","1","0","1","0","1","1.00"
"Japan",2004,"Baseball","1","0","0","1","1","1.00"
"Japan",2004,"Cycling","1","0","1","0","1","1.00"
"Japan",2004,"Sailing","1","0","0","1","1","1.00"
"Japan",2004,"Softball","1","0","0","1","1","1.00"
"Japan",2004,"Synchronized Swimming","2","0","2","0","2","1.00"
"Japan",2008,"Athletics","1","0","1","0","1","1.00"
"Japan",2008,"Cycling","1","0","0","1","1","1.00"
"Japan",2008,"Fencing","1","0","1","0","1","1.00"
"Japan",2008,"Gymnastics","2","0","2","0","2","1.00"
"Japan",2008,"Synchronized Swimming","1","0","0","1","1","1.00"
"Japan",2012,"Archery","2","0","1","1","2","1.00"
"Japan",2012,"Athletics","1","0","0","1","1","1.00"
"Japan",2012,"Badminton","1","0","1","0","1","1.00"
"Japan",2012,"Fencing","1","0","1","0","1","1.00"
"Japan",2012,"Football","1","0","1","0","1","1.00"
"Japan",2012,"Swimming","11","0","3","8","11","1.00"
"Japan",2012,"Table Tennis","1","0","1","0","1","1.00"
"Japan",2012,"Volleyball","1","0","0","1","1","1.00"
"Japan",2012,"Weightlifting","1","0","1","0","1","1.00"
"Japan",2016,"Athletics","2","0","1","1","2","1.00"
"Japan",2016,"Canoeing","1","0","0","1","1","1.00"
"Japan",2016,"Synchronized Swimming","2","0","0","2","2","1.00"
"Japan",2016,"Table Tennis","3","0","1","2","3","1.00"
"Japan",2016,"Tennis","1","0","0","1","1","1.00"
"Japan",2016,"Weightlifting","1","0","0","1","1","1.00"
"Kazakhstan",1996,"Shooting","3","0","2","1","3","1.00"
"Kazakhstan",1996,"Weightlifting","1","0","1","0","1","1.00"
"Kazakhstan",2000,"Cycling","1","0","1","0","1","1.00"
"Kazakhstan",2000,"Wrestling","1","0","1","0","1","1.00"
"Kazakhstan",2004,"Athletics","1","0","0","1","1","1.00"
"Kazakhstan",2004,"Weightlifting","1","0","1","0","1","1.00"
"Kazakhstan",2004,"Wrestling","3","0","2","1","3","1.00"
"Kazakhstan",2008,"Judo","1","0","1","0","1","1.00"
"Kazakhstan",2008,"Taekwondo","1","0","0","1","1","1.00"
"Kazakhstan",2008,"Wrestling","5","0","1","4","5","1.00"
"Kazakhstan",2012,"Wrestling","3","0","0","3","3","1.00"
"Kazakhstan",2016,"Athletics","1","0","0","1","1","1.00"
"Kazakhstan",2016,"Judo","2","0","1","1","2","1.00"
"Kazakhstan",2016,"Wrestling","3","0","1","2","3","1.00"
"Kenya",1964,"Athletics","1","0","0","1","1","1.00"
"Kenya",1968,"Boxing","1","0","0","1","1","1.00"
"Kenya",1972,"Boxing","3","0","1","2","3","1.00"
"Kenya",1984,"Boxing","1","0","0","1","1","1.00"
"Kuwait",2000,"Shooting","1","0","0","1","1","1.00"
"Kuwait",2012,"Shooting","1","0","0","1","1","1.00"
"Kyrgyzstan",2000,"Judo","1","0","0","1","1","1.00"
"Kyrgyzstan",2008,"Wrestling","2","0","1","1","2","1.00"
"Latvia",1932,"Athletics","1","0","1","0","1","1.00"
"Latvia",1936,"Athletics","1","0","0","1","1","1.00"
"Latvia",1936,"Wrestling","1","0","1","0","1","1.00"
"Latvia",1992,"Canoeing","1","0","1","0","1","1.00"
"Latvia",1992,"Cycling","1","0","0","1","1","1.00"
"Latvia",1992,"Shooting","1","0","1","0","1","1.00"
"Latvia",1996,"Canoeing","1","0","1","0","1","1.00"
"Latvia",2000,"Athletics","1","0","1","0","1","1.00"
"Latvia",2000,"Judo","1","0","0","1","1","1.00"
"Latvia",2004,"Athletics","1","0","1","0","1","1.00"
"Latvia",2004,"Gymnastics","1","0","1","0","1","1.00"
"Latvia",2004,"Modern Pentathlon","1","0","1","0","1","1.00"
"Latvia",2004,"Weightlifting","1","0","1","0","1","1.00"
"Latvia",2008,"Athletics","1","0","1","0","1","1.00"
"Latvia",2008,"Weightlifting","1","0","0","1","1","1.00"
"Latvia",2012,"Beach Volleyball","1","0","0","1","1","1.00"
"Lebanon",1952,"Wrestling","2","0","1","1","2","1.00"
"Lebanon",1972,"Weightlifting","1","0","1","0","1","1.00"
"Lebanon",1980,"Wrestling","1","0","0","1","1","1.00"
"Lithuania",1992,"Basketball","1","0","0","1","1","1.00"
"Lithuania",1996,"Basketball","1","0","0","1","1","1.00"
"Lithuania",2000,"Basketball","1","0","0","1","1","1.00"
"Lithuania",2000,"Cycling","1","0","0","1","1","1.00"
"Lithuania",2000,"Rowing","1","0","0","1","1","1.00"
"Lithuania",2004,"Modern Pentathlon","1","0","1","0","1","1.00"
"Lithuania",2008,"Athletics","1","0","0","1","1","1.00"
"Lithuania",2008,"Modern Pentathlon","1","0","1","1","2","2.00"
"Lithuania",2008,"Sailing","1","0","1","0","1","1.00"
"Lithuania",2008,"Wrestling","1","0","0","1","1","1.00"
"Lithuania",2012,"Boxing","1","0","0","1","1","1.00"
"Lithuania",2012,"Canoeing","1","0","1","0","1","1.00"
"Lithuania",2012,"Wrestling","1","0","0","1","1","1.00"
"Lithuania",2016,"Canoeing","1","0","0","1","1","1.00"
"Lithuania",2016,"Rowing","2","0","1","1","2","1.00"
"Lithuania",2016,"Weightlifting","1","0","0","1","1","1.00"
"Luxembourg",1920,"Weightlifting","1","0","1","0","1","1.00"
"Macedonia",2000,"Wrestling","1","0","0","1","1","1.00"
"Malaysia",1992,"Badminton","1","0","0","1","1","1.00"
"Malaysia",1996,"Badminton","2","0","1","1","2","1.00"
"Malaysia",2008,"Badminton","1","0","1","0","1","1.00"
"Malaysia",2012,"Badminton","1","0","1","0","1","1.00"
"Malaysia",2012,"Diving","1","0","0","1","1","1.00"
"Malaysia",2016,"Badminton","3","0","3","0","3","1.00"
"Malaysia",2016,"Cycling","1","0","0","1","1","1.00"
"Malaysia",2016,"Diving","1","0","1","0","1","1.00"
"Mauritius",2008,"Boxing","1","0","0","1","1","1.00"
"Mexico",1932,"Boxing","1","0","1","0","1","1.00"
"Mexico",1932,"Shooting","1","0","1","0","1","1.00"
"Mexico",1936,"Basketball","1","0","0","1","1","1.00"
"Mexico",1936,"Boxing","1","0","0","1","1","1.00"
"Mexico",1936,"Polo","1","0","0","1","1","1.00"
"Mexico",1948,"Diving","1","0","0","1","1","1.00"
"Mexico",1952,"Diving","1","0","1","0","1","1.00"
"Mexico",1960,"Diving","1","0","0","1","1","1.00"
"Mexico",1964,"Boxing","1","0","0","1","1","1.00"
"Mexico",1968,"Athletics","1","0","1","0","1","1.00"
"Mexico",1968,"Diving","1","0","1","0","1","1.00"
"Mexico",1968,"Fencing","1","0","1","0","1","1.00"
"Mexico",1972,"Boxing","1","0","1","0","1","1.00"
"Mexico",1976,"Boxing","1","0","0","1","1","1.00"
"Mexico",1980,"Diving","1","0","1","0","1","1.00"
"Mexico",1980,"Equestrianism","3","0","0","3","3","1.00"
"Mexico",1984,"Boxing","1","0","1","0","1","1.00"
"Mexico",1984,"Cycling","1","0","0","1","1","1.00"
"Mexico",1984,"Wrestling","1","0","1","0","1","1.00"
"Mexico",1988,"Boxing","1","0","0","1","1","1.00"
"Mexico",1988,"Diving","1","0","0","1","1","1.00"
"Mexico",1992,"Athletics","1","0","1","0","1","1.00"
"Mexico",1996,"Athletics","1","0","0","1","1","1.00"
"Mexico",2000,"Athletics","2","0","1","1","2","1.00"
"Mexico",2000,"Boxing","1","0","0","1","1","1.00"
"Mexico",2000,"Diving","1","0","1","0","1","1.00"
"Mexico",2000,"Taekwondo","1","0","0","1","1","1.00"
"Mexico",2004,"Athletics","1","0","1","0","1","1.00"
"Mexico",2004,"Cycling","1","0","1","0","1","1.00"
"Mexico",2004,"Taekwondo","2","0","1","1","2","1.00"
"Mexico",2008,"Diving","1","0","0","1","1","1.00"
"Mexico",2012,"Archery","1","0","1","1","2","2.00"
"Mexico",2012,"Diving","3","0","2","1","3","1.00"
"Mexico",2012,"Taekwondo","1","0","0","1","1","1.00"
"Mexico",2016,"Athletics","1","0","1","0","1","1.00"
"Mexico",2016,"Boxing","1","0","0","1","1","1.00"
"Mexico",2016,"Diving","1","0","1","0","1","1.00"
"Mexico",2016,"Modern Pentathlon","1","0","0","1","1","1.00"
"Mexico",2016,"Taekwondo","1","0","1","0","1","1.00"
"Moldova",1996,"Canoeing","1","0","1","0","1","1.00"
"Moldova",1996,"Wrestling","1","0","0","1","1","1.00"
"Moldova",2000,"Boxing","1","0","0","1","1","1.00"
"Moldova",2000,"Shooting","1","0","1","0","1","1.00"
"Moldova",2008,"Boxing","1","0","0","1","1","1.00"
"Moldova",2012,"Weightlifting","2","0","0","2","2","1.00"
"Monaco",1924,"Art Competitions","1","0","0","1","1","1.00"
"Mongolia",1968,"Wrestling","4","0","1","3","4","1.00"
"Mongolia",1972,"Wrestling","1","0","1","0","1","1.00"
"Mongolia",1976,"Wrestling","1","0","1","0","1","1.00"
"Mongolia",1980,"Judo","2","0","1","1","2","1.00"
"Mongolia",1980,"Wrestling","2","0","1","1","2","1.00"
"Mongolia",1988,"Boxing","1","0","0","1","1","1.00"
"Mongolia",1992,"Boxing","1","0","0","1","1","1.00"
"Mongolia",1992,"Shooting","1","0","0","1","1","1.00"
"Mongolia",1996,"Judo","1","0","0","1","1","1.00"
"Mongolia",2004,"Judo","1","0","0","1","1","1.00"
"Mongolia",2008,"Shooting","1","0","1","0","1","1.00"
"Mongolia",2012,"Boxing","2","0","1","1","2","1.00"
"Mongolia",2012,"Judo","2","0","1","1","2","1.00"
"Mongolia",2012,"Wrestling","1","0","0","1","1","1.00"
"Mongolia",2016,"Boxing","1","0","0","1","1","1.00"
"Mongolia",2016,"Judo","1","0","1","0","1","1.00"
"Montenegro",2012,"Handball","1","0","1","0","1","1.00"
"Morocco",1960,"Athletics","1","0","1","0","1","1.00"
"Morocco",1988,"Boxing","1","0","0","1","1","1.00"
"Morocco",1992,"Boxing","1","0","0","1","1","1.00"
"Morocco",1996,"Athletics","2","0","0","2","2","1.00"
"Morocco",2000,"Athletics","4","0","1","3","4","1.00"
"Morocco",2000,"Boxing","1","0","0","1","1","1.00"
"Morocco",2008,"Athletics","2","0","1","1","2","1.00"
"Morocco",2012,"Athletics","1","0","0","1","1","1.00"
"Morocco",2016,"Boxing","1","0","0","1","1","1.00"
"Mozambique",1996,"Athletics","1","0","0","1","1","1.00"
"Namibia",1992,"Athletics","2","0","2","0","2","1.00"
"Namibia",1996,"Athletics","2","0","2","0","2","1.00"
"Netherlands",1908,"Football","1","0","0","1","1","1.00"
"Netherlands",1908,"Rowing","1","0","0","1","1","1.00"
"Netherlands",1912,"Fencing","2","0","0","2","2","1.00"
"Netherlands",1912,"Football","1","0","0","1","1","1.00"
"Netherlands",1920,"Fencing","2","0","0","2","2","1.00"
"Netherlands",1920,"Football","1","0","0","1","1","1.00"
"Netherlands",1920,"Tug-Of-War","1","0","1","0","1","1.00"
"Netherlands",1924,"Art Competitions","1","0","0","1","1","1.00"
"Netherlands",1924,"Athletics","1","0","0","1","1","1.00"
"Netherlands",1924,"Fencing","1","0","0","1","1","1.00"
"Netherlands",1924,"Sailing","1","0","0","1","1","1.00"
"Netherlands",1924,"Tennis","1","0","0","1","1","1.00"
"Netherlands",1928,"Athletics","1","0","1","0","1","1.00"
"Netherlands",1928,"Hockey","1","0","1","0","1","1.00"
"Netherlands",1928,"Sailing","1","0","1","0","1","1.00"
"Netherlands",1928,"Weightlifting","2","0","0","2","2","1.00"
"Netherlands",1932,"Art Competitions","1","0","0","1","1","1.00"
"Netherlands",1932,"Sailing","1","0","1","0","1","1.00"
"Netherlands",1932,"Swimming","2","0","2","0","2","1.00"
"Netherlands",1936,"Athletics","2","0","0","2","2","1.00"
"Netherlands",1936,"Canoeing","3","0","0","3","3","1.00"
"Netherlands",1936,"Equestrianism","1","0","1","0","1","1.00"
"Netherlands",1936,"Hockey","1","0","0","1","1","1.00"
"Netherlands",1948,"Canoeing","1","0","1","0","1","1.00"
"Netherlands",1948,"Cycling","1","0","1","0","1","1.00"
"Netherlands",1948,"Hockey","1","0","0","1","1","1.00"
"Netherlands",1948,"Sailing","2","0","0","2","2","1.00"
"Netherlands",1948,"Water Polo","1","0","0","1","1","1.00"
"Netherlands",1948,"Weightlifting","1","0","0","1","1","1.00"
"Netherlands",1952,"Athletics","1","0","1","0","1","1.00"
"Netherlands",1952,"Hockey","1","0","1","0","1","1.00"
"Netherlands",1952,"Swimming","3","0","3","0","3","1.00"
"Netherlands",1960,"Swimming","3","0","1","2","3","1.00"
"Netherlands",1964,"Canoeing","1","0","1","0","1","1.00"
"Netherlands",1964,"Rowing","3","0","1","2","3","1.00"
"Netherlands",1964,"Swimming","3","0","2","1","3","1.00"
"Netherlands",1968,"Athletics","1","0","0","1","1","1.00"
"Netherlands",1972,"Canoeing","1","0","1","0","1","1.00"
"Netherlands",1972,"Rowing","1","0","0","1","1","1.00"
"Netherlands",1976,"Cycling","1","0","1","0","1","1.00"
"Netherlands",1976,"Shooting","1","0","1","0","1","1.00"
"Netherlands",1976,"Swimming","2","0","0","2","2","1.00"
"Netherlands",1976,"Water Polo","1","0","0","1","1","1.00"
"Netherlands",1980,"Athletics","1","0","1","0","1","1.00"
"Netherlands",1980,"Judo","1","0","0","1","1","1.00"
"Netherlands",1980,"Swimming","1","0","0","1","1","1.00"
